"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export from 2008 Tax Increment Financing Report ,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
69-9500,PHELPS,69,TIF SVOBODA'S TNE PROJ,5/1/1998,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: West Fourth Avenue
Tract B of Lots 1 & 2, Block 2; Lot 3, Block 2, all in the city of Holdrege.
Description: TIF funds used for demolition of existing home and non-functioning car wash and the building of a new 9,280 sq ft retail store ",2006,0,0,"32,570","255,280",0,0,0,0,,"32,570","255,280",2.17691,"5,557.22",709.02
69-9500,PHELPS,69,TIF SVOBODA'S TNE PROJ,5/1/1998,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: West Fourth Avenue
Tract B of Lots 1 & 2, Block 2; Lot 3, Block 2, all in the city of Holdrege.
Description: TIF funds used for demolition of existing home and non-functioning car wash and the building of a new 9,280 sq ft retail store ",2007,0,0,"32,570","255,280",0,0,0,0,,"32,570","255,280",2.205572,"5,630.38",718.35
69-9500,PHELPS,69,TIF SVOBODA'S TNE PROJ,5/1/1998,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: West Fourth Avenue
Tract B of Lots 1 & 2, Block 2; Lot 3, Block 2, all in the city of Holdrege.
Description: TIF funds used for demolition of existing home and non-functioning car wash and the building of a new 9,280 sq ft retail store ",2008,0,0,"32,570","255,280",0,0,0,0,,"32,570","255,280",2.180165,"5,565.53",710.08
69-9501,PHELPS,69,TIF HOLDREGE DEVLP CORP PROJ,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Holdrege Development Corporation Project
Lots 7, 8 & part of 9, Block 11, Einsel 2nd addition and Parcel A, C, D & E, Block 1, Giacalone 2nd addition; Lot 5, Block 1, Lot 4, Block 2, Giacalone 2nd Addition.
Note: As per city, 3 lots wer",1998,"21,110","131,670",0,0,0,0,0,0,,"21,110","131,670",2.205039,"2,903.38",465.48
69-9501,PHELPS,69,TIF HOLDREGE DEVLP CORP PROJ,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Holdrege Development Corporation Project
Lots 7, 8 & part of 9, Block 11, Einsel 2nd addition and Parcel A, C, D & E, Block 1, Giacalone 2nd addition; Lot 5, Block 1, Lot 4, Block 2, Giacalone 2nd Addition.
Note: As per city, 3 lots wer",1999,"21,110","369,680",0,0,0,0,0,0,,"21,110","369,680",2.092712,"7,736.34",441.77
69-9501,PHELPS,69,TIF HOLDREGE DEVLP CORP PROJ,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Holdrege Development Corporation Project
Lots 7, 8 & part of 9, Block 11, Einsel 2nd addition and Parcel A, C, D & E, Block 1, Giacalone 2nd addition; Lot 5, Block 1, Lot 4, Block 2, Giacalone 2nd Addition.
Note: As per city, 3 lots wer",2000,"19,275","370,408",0,0,0,0,0,0,,"19,275","370,408",2.073986,"7,682.21",399.76
69-9501,PHELPS,69,TIF HOLDREGE DEVLP CORP PROJ,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Holdrege Development Corporation Project
Lots 7, 8 & part of 9, Block 11, Einsel 2nd addition and Parcel A, C, D & E, Block 1, Giacalone 2nd addition; Lot 5, Block 1, Lot 4, Block 2, Giacalone 2nd Addition.
Note: As per city, 3 lots wer",2001,"10,135","379,445",0,0,0,0,0,0,,"10,135","379,445",1.982511,"7,522.54",200.93
69-9501,PHELPS,69,TIF HOLDREGE DEVLP CORP PROJ,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Holdrege Development Corporation Project
Lots 7, 8 & part of 9, Block 11, Einsel 2nd addition and Parcel A, C, D & E, Block 1, Giacalone 2nd addition; Lot 5, Block 1, Lot 4, Block 2, Giacalone 2nd Addition.
Note: As per city, 3 lots wer",2002,"10,135","387,599",0,0,0,0,0,0,,"10,135","387,599",2.067365,"8,013.09",209.53
69-9501,PHELPS,69,TIF HOLDREGE DEVLP CORP PROJ,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Holdrege Development Corporation Project
Lots 7, 8 & part of 9, Block 11, Einsel 2nd addition and Parcel A, C, D & E, Block 1, Giacalone 2nd addition; Lot 5, Block 1, Lot 4, Block 2, Giacalone 2nd Addition.
Note: As per city, 3 lots wer",2003,"10,135","389,680",0,0,0,0,0,0,,"10,135","389,680",2.152049,"8,386.10",218.11
69-9501,PHELPS,69,TIF HOLDREGE DEVLP CORP PROJ,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Holdrege Development Corporation Project
Lots 7, 8 & part of 9, Block 11, Einsel 2nd addition and Parcel A, C, D & E, Block 1, Giacalone 2nd addition; Lot 5, Block 1, Lot 4, Block 2, Giacalone 2nd Addition.
Note: As per city, 3 lots wer",2004,"10,135","389,546",0,0,0,0,0,0,,"10,135","389,546",2.135976,"8,320.61",216.48
69-9501,PHELPS,69,TIF HOLDREGE DEVLP CORP PROJ,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Holdrege Development Corporation Project
Lots 7, 8 & part of 9, Block 11, Einsel 2nd addition and Parcel A, C, D & E, Block 1, Giacalone 2nd addition; Lot 5, Block 1, Lot 4, Block 2, Giacalone 2nd Addition.
Note: As per city, 3 lots wer",2005,"10,135","421,636",0,0,0,0,0,0,,"10,135","421,636",2.151711,"9,072.38",218.08
69-9501,PHELPS,69,TIF HOLDREGE DEVLP CORP PROJ,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Holdrege Development Corporation Project
Lots 7, 8 & part of 9, Block 11, Einsel 2nd addition and Parcel A, C, D & E, Block 1, Giacalone 2nd addition; Lot 5, Block 1, Lot 4, Block 2, Giacalone 2nd Addition.
Note: As per city, 3 lots wer",2006,"10,135","427,697",0,0,0,0,0,0,,"10,135","427,697",2.17691,"9,310.58",220.63
69-9501,PHELPS,69,TIF HOLDREGE DEVLP CORP PROJ,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Holdrege Development Corporation Project
Lots 7, 8 & part of 9, Block 11, Einsel 2nd addition and Parcel A, C, D & E, Block 1, Giacalone 2nd addition; Lot 5, Block 1, Lot 4, Block 2, Giacalone 2nd Addition.
Note: As per city, 3 lots wer",2007,"10,135","440,347",0,0,0,0,0,0,,"10,135","440,347",2.205572,"9,712.18",223.53
69-9501,PHELPS,69,TIF HOLDREGE DEVLP CORP PROJ,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Holdrege Development Corporation Project
Lots 7, 8 & part of 9, Block 11, Einsel 2nd addition and Parcel A, C, D & E, Block 1, Giacalone 2nd addition; Lot 5, Block 1, Lot 4, Block 2, Giacalone 2nd Addition.
Note: As per city, 3 lots wer",2008,"10,135","478,231",0,0,0,0,0,0,,"10,135","478,231",2.180165,"10,426.22",220.96
69-9506,PHELPS,69,TIF SUPER 8 MOTEL PROJ,2/19/1998,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Super 8 Motel Project
Lots 1-4, 14-16, Block 34, Einsel's add., city of Holdrege.
Description: TIF funds involved in building a new motel on vacant lot. Developer required to furnish meeting room as well as swimming pool facilities to b",1998,0,0,"17,815","61,800",0,0,0,0,,"17,815","61,800",2.205039,"1,362.71",392.83
69-9506,PHELPS,69,TIF SUPER 8 MOTEL PROJ,2/19/1998,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Super 8 Motel Project
Lots 1-4, 14-16, Block 34, Einsel's add., city of Holdrege.
Description: TIF funds involved in building a new motel on vacant lot. Developer required to furnish meeting room as well as swimming pool facilities to b",1999,0,0,"17,815","1,270,110",0,0,0,0,,"17,815","1,270,110",2.092712,"26,579.74",372.82
69-9506,PHELPS,69,TIF SUPER 8 MOTEL PROJ,2/19/1998,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Super 8 Motel Project
Lots 1-4, 14-16, Block 34, Einsel's add., city of Holdrege.
Description: TIF funds involved in building a new motel on vacant lot. Developer required to furnish meeting room as well as swimming pool facilities to b",2000,0,0,"17,815","1,270,110",0,0,0,0,,"17,815","1,270,110",2.073986,"26,341.90",369.48
69-9506,PHELPS,69,TIF SUPER 8 MOTEL PROJ,2/19/1998,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Super 8 Motel Project
Lots 1-4, 14-16, Block 34, Einsel's add., city of Holdrege.
Description: TIF funds involved in building a new motel on vacant lot. Developer required to furnish meeting room as well as swimming pool facilities to b",2001,0,0,"17,815","1,270,110",0,0,0,0,,"17,815","1,270,110",1.982511,"25,180.07",353.18
69-9506,PHELPS,69,TIF SUPER 8 MOTEL PROJ,2/19/1998,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Super 8 Motel Project
Lots 1-4, 14-16, Block 34, Einsel's add., city of Holdrege.
Description: TIF funds involved in building a new motel on vacant lot. Developer required to furnish meeting room as well as swimming pool facilities to b",2002,0,0,"17,815","1,270,110",0,0,0,0,,"17,815","1,270,110",2.067365,"26,257.81",368.30
69-9506,PHELPS,69,TIF SUPER 8 MOTEL PROJ,2/19/1998,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Super 8 Motel Project
Lots 1-4, 14-16, Block 34, Einsel's add., city of Holdrege.
Description: TIF funds involved in building a new motel on vacant lot. Developer required to furnish meeting room as well as swimming pool facilities to b",2003,0,0,"17,815","1,270,110",0,0,0,0,,"17,815","1,270,110",2.152049,"27,333.39",383.39
69-9506,PHELPS,69,TIF SUPER 8 MOTEL PROJ,2/19/1998,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Super 8 Motel Project
Lots 1-4, 14-16, Block 34, Einsel's add., city of Holdrege.
Description: TIF funds involved in building a new motel on vacant lot. Developer required to furnish meeting room as well as swimming pool facilities to b",2004,0,0,"17,815","1,270,110",0,0,0,0,,"17,815","1,270,110",2.135976,"27,129.24",380.52
69-9506,PHELPS,69,TIF SUPER 8 MOTEL PROJ,2/19/1998,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Super 8 Motel Project
Lots 1-4, 14-16, Block 34, Einsel's add., city of Holdrege.
Description: TIF funds involved in building a new motel on vacant lot. Developer required to furnish meeting room as well as swimming pool facilities to b",2005,0,0,"17,815","1,270,110",0,0,0,0,,"17,815","1,270,110",2.151711,"27,329.10",383.33
69-9506,PHELPS,69,TIF SUPER 8 MOTEL PROJ,2/19/1998,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Super 8 Motel Project
Lots 1-4, 14-16, Block 34, Einsel's add., city of Holdrege.
Description: TIF funds involved in building a new motel on vacant lot. Developer required to furnish meeting room as well as swimming pool facilities to b",2006,0,0,"17,815","1,270,110",0,0,0,0,,"17,815","1,270,110",2.17691,"27,649.15",387.82
69-9506,PHELPS,69,TIF SUPER 8 MOTEL PROJ,2/19/1998,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Super 8 Motel Project
Lots 1-4, 14-16, Block 34, Einsel's add., city of Holdrege.
Description: TIF funds involved in building a new motel on vacant lot. Developer required to furnish meeting room as well as swimming pool facilities to b",2007,0,0,"17,815","1,270,110",0,0,0,0,,"17,815","1,270,110",2.205572,"28,013.19",392.92
69-9506,PHELPS,69,TIF SUPER 8 MOTEL PROJ,2/19/1998,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Super 8 Motel Project
Lots 1-4, 14-16, Block 34, Einsel's add., city of Holdrege.
Description: TIF funds involved in building a new motel on vacant lot. Developer required to furnish meeting room as well as swimming pool facilities to b",2008,0,0,"17,815","1,270,110",0,0,0,0,,"17,815","1,270,110",2.180165,"27,690.49",388.40
69-9507,PHELPS,69,TIF HOLDREGE HOUSING PARTNER,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Old Middle School Project
Tracts 1 & 2, Lot 1, Block 1, Burlington Add., City of Holdrege.
Description: Demolition of old middle school, grading, finishing and adding to the existing streets, alleys, paving, sewer and water and the buil",1998,0,0,"7,090","102,125",0,0,0,0,,"7,090","102,125",2.205039,"2,251.88",156.34
69-9507,PHELPS,69,TIF HOLDREGE HOUSING PARTNER,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Old Middle School Project
Tracts 1 & 2, Lot 1, Block 1, Burlington Add., City of Holdrege.
Description: Demolition of old middle school, grading, finishing and adding to the existing streets, alleys, paving, sewer and water and the buil",1999,0,0,"7,090","777,375",0,0,0,0,,"7,090","777,375",2.092712,"16,268.22",148.37
69-9507,PHELPS,69,TIF HOLDREGE HOUSING PARTNER,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Old Middle School Project
Tracts 1 & 2, Lot 1, Block 1, Burlington Add., City of Holdrege.
Description: Demolition of old middle school, grading, finishing and adding to the existing streets, alleys, paving, sewer and water and the buil",2000,0,0,"7,090","777,375",0,0,0,0,,"7,090","777,375",2.073986,"16,122.65",147.05
69-9507,PHELPS,69,TIF HOLDREGE HOUSING PARTNER,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Old Middle School Project
Tracts 1 & 2, Lot 1, Block 1, Burlington Add., City of Holdrege.
Description: Demolition of old middle school, grading, finishing and adding to the existing streets, alleys, paving, sewer and water and the buil",2001,0,0,"7,090","777,375",0,0,0,0,,"7,090","777,375",1.982511,"15,411.54",140.56
69-9507,PHELPS,69,TIF HOLDREGE HOUSING PARTNER,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Old Middle School Project
Tracts 1 & 2, Lot 1, Block 1, Burlington Add., City of Holdrege.
Description: Demolition of old middle school, grading, finishing and adding to the existing streets, alleys, paving, sewer and water and the buil",2002,0,0,"7,090","777,375",0,0,0,0,,"7,090","777,375",2.067365,"16,071.18",146.58
69-9507,PHELPS,69,TIF HOLDREGE HOUSING PARTNER,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Old Middle School Project
Tracts 1 & 2, Lot 1, Block 1, Burlington Add., City of Holdrege.
Description: Demolition of old middle school, grading, finishing and adding to the existing streets, alleys, paving, sewer and water and the buil",2003,0,0,"7,090","750,770",0,0,0,0,,"7,090","750,770",2.152049,"16,156.94",152.58
69-9507,PHELPS,69,TIF HOLDREGE HOUSING PARTNER,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Old Middle School Project
Tracts 1 & 2, Lot 1, Block 1, Burlington Add., City of Holdrege.
Description: Demolition of old middle school, grading, finishing and adding to the existing streets, alleys, paving, sewer and water and the buil",2004,0,0,"7,090","1,009,280",0,0,0,0,,"7,090","1,009,280",2.135976,"21,557.98",151.44
69-9507,PHELPS,69,TIF HOLDREGE HOUSING PARTNER,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Old Middle School Project
Tracts 1 & 2, Lot 1, Block 1, Burlington Add., City of Holdrege.
Description: Demolition of old middle school, grading, finishing and adding to the existing streets, alleys, paving, sewer and water and the buil",2005,0,0,"7,090","1,009,280",0,0,0,0,,"7,090","1,009,280",2.151711,"21,716.79",152.56
69-9507,PHELPS,69,TIF HOLDREGE HOUSING PARTNER,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Old Middle School Project
Tracts 1 & 2, Lot 1, Block 1, Burlington Add., City of Holdrege.
Description: Demolition of old middle school, grading, finishing and adding to the existing streets, alleys, paving, sewer and water and the buil",2006,0,0,"7,090","1,009,280",0,0,0,0,,"7,090","1,009,280",2.17691,"21,971.12",154.34
69-9507,PHELPS,69,TIF HOLDREGE HOUSING PARTNER,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Old Middle School Project
Tracts 1 & 2, Lot 1, Block 1, Burlington Add., City of Holdrege.
Description: Demolition of old middle school, grading, finishing and adding to the existing streets, alleys, paving, sewer and water and the buil",2007,0,0,"7,090","1,009,280",0,0,0,0,,"7,090","1,009,280",2.205572,"22,260.40",156.38
69-9507,PHELPS,69,TIF HOLDREGE HOUSING PARTNER,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Old Middle School Project
Tracts 1 & 2, Lot 1, Block 1, Burlington Add., City of Holdrege.
Description: Demolition of old middle school, grading, finishing and adding to the existing streets, alleys, paving, sewer and water and the buil",2008,0,0,"7,090","1,009,280",0,0,0,0,,"7,090","1,009,280",2.180165,"22,003.97",154.57
69-9508,PHELPS,69,TIF BOSSELMAN PROJ,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Bosselman Project
Lots 1-6, Block 20, City of Holdrege
Description: TIF funds used for demoliton and removal of old building, grading & paving dirt streets, replacing curbs and paving existing streets as well as assisting developer with",1998,0,0,"55,655","144,340",0,0,0,0,,"55,655","144,340",2.205039,"3,182.76","1,227.21"
69-9508,PHELPS,69,TIF BOSSELMAN PROJ,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Bosselman Project
Lots 1-6, Block 20, City of Holdrege
Description: TIF funds used for demoliton and removal of old building, grading & paving dirt streets, replacing curbs and paving existing streets as well as assisting developer with",1999,0,0,"55,655","126,745",0,0,0,0,,"55,655","126,745",2.092712,"2,652.41","1,164.70"
69-9508,PHELPS,69,TIF BOSSELMAN PROJ,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Bosselman Project
Lots 1-6, Block 20, City of Holdrege
Description: TIF funds used for demoliton and removal of old building, grading & paving dirt streets, replacing curbs and paving existing streets as well as assisting developer with",2000,0,0,"55,655","126,745",0,0,0,0,,"55,655","126,745",2.073986,"2,628.67","1,154.28"
69-9508,PHELPS,69,TIF BOSSELMAN PROJ,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Bosselman Project
Lots 1-6, Block 20, City of Holdrege
Description: TIF funds used for demoliton and removal of old building, grading & paving dirt streets, replacing curbs and paving existing streets as well as assisting developer with",2001,0,0,"55,655","126,745",0,0,0,0,,"55,655","126,745",1.982511,"2,512.73","1,103.37"
69-9508,PHELPS,69,TIF BOSSELMAN PROJ,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Bosselman Project
Lots 1-6, Block 20, City of Holdrege
Description: TIF funds used for demoliton and removal of old building, grading & paving dirt streets, replacing curbs and paving existing streets as well as assisting developer with",2002,0,0,"55,655","126,745",0,0,0,0,,"55,655","126,745",2.067365,"2,620.28","1,150.59"
69-9508,PHELPS,69,TIF BOSSELMAN PROJ,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Bosselman Project
Lots 1-6, Block 20, City of Holdrege
Description: TIF funds used for demoliton and removal of old building, grading & paving dirt streets, replacing curbs and paving existing streets as well as assisting developer with",2003,0,0,"55,655","126,745",0,0,0,0,,"55,655","126,745",2.152049,"2,727.61","1,197.72"
69-9508,PHELPS,69,TIF BOSSELMAN PROJ,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Bosselman Project
Lots 1-6, Block 20, City of Holdrege
Description: TIF funds used for demoliton and removal of old building, grading & paving dirt streets, replacing curbs and paving existing streets as well as assisting developer with",2004,0,0,"55,655","126,745",0,0,0,0,,"55,655","126,745",2.135976,"2,707.24","1,188.78"
69-9508,PHELPS,69,TIF BOSSELMAN PROJ,12/31/1997,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: Bosselman Project
Lots 1-6, Block 20, City of Holdrege
Description: TIF funds used for demoliton and removal of old building, grading & paving dirt streets, replacing curbs and paving existing streets as well as assisting developer with",2005,0,0,"55,655","126,745",0,0,0,0,,"55,655","126,745",2.151711,"2,727.19","1,197.53"
