"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export from 2015 Tax Increment Financing Report ,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SCHOOL CODES & Class,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
93-0535,YORK,93,TIF HENDERSON RDV COMM ORIGTWN,12/10/02,HENDERSON,HEARTLAND 96,93-0096,,3,"Name of Project: Downtown Redevelopment Area
An area bounded by Hickory Road on the North, Birch Street on the South and the East line of the alley between North Main and Fourteenth Streets on the East and the West line of the alley between North Main and Twelfth Streets on the East.
Description: TIF funds used to rebuild and resurface alleys, build and resurface parking lots, replace, repair and construct sewer systems, repaint water tower, downtown landscaping and signage improvements, facade improvements and other ifrastructure improvements.",2005,0,0,162881,855570,0,0,0,0,,162881,855570,2.494341,21340.84,4062.81
93-0535,YORK,93,TIF HENDERSON RDV COMM ORIGTWN,12/10/02,HENDERSON,HEARTLAND 96,93-0096,,3,"Name of Project: Downtown Redevelopment Area
An area bounded by Hickory Road on the North, Birch Street on the South and the East line of the alley between North Main and Fourteenth Streets on the East and the West line of the alley between North Main and Twelfth Streets on the East.
Description: TIF funds used to rebuild and resurface alleys, build and resurface parking lots, replace, repair and construct sewer systems, repaint water tower, downtown landscaping and signage improvements, facade improvements and other ifrastructure improvements.",2006,0,0,1778858,970510,0,0,0,0,,1778858,970510,2.498344,24246.66,44441.99
93-0535,YORK,93,TIF HENDERSON RDV COMM ORIGTWN,12/10/02,HENDERSON,HEARTLAND 96,93-0096,,3,"Name of Project: Downtown Redevelopment Area
An area bounded by Hickory Road on the North, Birch Street on the South and the East line of the alley between North Main and Fourteenth Streets on the East and the West line of the alley between North Main and Twelfth Streets on the East.
Description: TIF funds used to rebuild and resurface alleys, build and resurface parking lots, replace, repair and construct sewer systems, repaint water tower, downtown landscaping and signage improvements, facade improvements and other ifrastructure improvements.",2007,0,0,1716729,970510,0,0,0,0,,1716729,970510,2.477628,24045.64,42534.16
93-0535,YORK,93,TIF HENDERSON RDV COMM ORIGTWN,12/10/02,HENDERSON,HEARTLAND 96,93-0096,,3,"Name of Project: Downtown Redevelopment Area
An area bounded by Hickory Road on the North, Birch Street on the South and the East line of the alley between North Main and Fourteenth Streets on the East and the West line of the alley between North Main and Twelfth Streets on the East.
Description: TIF funds used to rebuild and resurface alleys, build and resurface parking lots, replace, repair and construct sewer systems, repaint water tower, downtown landscaping and signage improvements, facade improvements and other ifrastructure improvements.",2008,0,0,1596537,979484,0,0,0,0,,1596537,979484,2.438448,23884.22,38930.72
93-0535,YORK,93,TIF HENDERSON RDV COMM ORIGTWN,12/10/02,HENDERSON,HEARTLAND 96,93-0096,,3,"Name of Project: Downtown Redevelopment Area
An area bounded by Hickory Road on the North, Birch Street on the South and the East line of the alley between North Main and Fourteenth Streets on the East and the West line of the alley between North Main and Twelfth Streets on the East.
Description: TIF funds used to rebuild and resurface alleys, build and resurface parking lots, replace, repair and construct sewer systems, repaint water tower, downtown landscaping and signage improvements, facade improvements and other ifrastructure improvements.",2009,0,0,1617887,1669929,0,0,0,0,,1617887,1669929,2.428999,40562.54,39298.46
93-0535,YORK,93,TIF HENDERSON RDV COMM ORIGTWN,12/10/02,HENDERSON,HEARTLAND 96,93-0096,,3,"Name of Project: Downtown Redevelopment Area
An area bounded by Hickory Road on the North, Birch Street on the South and the East line of the alley between North Main and Fourteenth Streets on the East and the West line of the alley between North Main and Twelfth Streets on the East.
Description: TIF funds used to rebuild and resurface alleys, build and resurface parking lots, replace, repair and construct sewer systems, repaint water tower, downtown landscaping and signage improvements, facade improvements and other ifrastructure improvements.",2010,0,0,1556569,1629646,0,0,0,0,,1556569,1629646,2.371074,38640.12,36907.4
93-0535,YORK,93,TIF HENDERSON RDV COMM ORIGTWN,12/10/02,HENDERSON,HEARTLAND 96,93-0096,,3,"Name of Project: Downtown Redevelopment Area
An area bounded by Hickory Road on the North, Birch Street on the South and the East line of the alley between North Main and Fourteenth Streets on the East and the West line of the alley between North Main and Twelfth Streets on the East.
Description: TIF funds used to rebuild and resurface alleys, build and resurface parking lots, replace, repair and construct sewer systems, repaint water tower, downtown landscaping and signage improvements, facade improvements and other ifrastructure improvements.",2011,0,0,1518276,2153115,0,0,0,0,,1518276,2153115,2.271941,48917.48,34494.33
93-0535,YORK,93,TIF HENDERSON RDV COMM ORIGTWN,12/10/02,HENDERSON,HEARTLAND 96,93-0096,,3,"Name of Project: Downtown Redevelopment Area
An area bounded by Hickory Road on the North, Birch Street on the South and the East line of the alley between North Main and Fourteenth Streets on the East and the West line of the alley between North Main and Twelfth Streets on the East.
Description: TIF funds used to rebuild and resurface alleys, build and resurface parking lots, replace, repair and construct sewer systems, repaint water tower, downtown landscaping and signage improvements, facade improvements and other ifrastructure improvements.",2012,0,0,1518276,2153115,0,0,0,0,,1518276,2153115,2.249274,48429.42,34150.19
93-0535,YORK,93,TIF HENDERSON RDV COMM ORIGTWN,12/10/02,HENDERSON,HEARTLAND 96,93-0096,,3,"Name of Project: Downtown Redevelopment Area
An area bounded by Hickory Road on the North, Birch Street on the South and the East line of the alley between North Main and Fourteenth Streets on the East and the West line of the alley between North Main and Twelfth Streets on the East.
Description: TIF funds used to rebuild and resurface alleys, build and resurface parking lots, replace, repair and construct sewer systems, repaint water tower, downtown landscaping and signage improvements, facade improvements and other ifrastructure improvements.",2013,0,0,1434390,2302954,0,0,0,0,,1434390,2302954,2.05199,47256.4,29433.54
93-0535,YORK,93,TIF HENDERSON RDV COMM ORIGTWN,12/10/02,HENDERSON,HEARTLAND 96,93-0096,,3,"Name of Project: Downtown Redevelopment Area
An area bounded by Hickory Road on the North, Birch Street on the South and the East line of the alley between North Main and Fourteenth Streets on the East and the West line of the alley between North Main and Twelfth Streets on the East.
Description: TIF funds used to rebuild and resurface alleys, build and resurface parking lots, replace, repair and construct sewer systems, repaint water tower, downtown landscaping and signage improvements, facade improvements and other ifrastructure improvements.",2014,0,0,1425032,2318779,0,0,0,0,,1425032,2318779,1.771119,41068.32,25239.01
93-0535,YORK,93,TIF HENDERSON RDV COMM ORIGTWN,12/10/02,HENDERSON,HEARTLAND 96,93-0096,,3,"Name of Project: Downtown Redevelopment Area
An area bounded by Hickory Road on the North, Birch Street on the South and the East line of the alley between North Main and Fourteenth Streets on the East and the West line of the alley between North Main and Twelfth Streets on the East.
Description: TIF funds used to rebuild and resurface alleys, build and resurface parking lots, replace, repair and construct sewer systems, repaint water tower, downtown landscaping and signage improvements, facade improvements and other ifrastructure improvements.",2015,17870,13733,1399451,2520206,0,0,0,0,,1417321,2533939,1.724408,43695.88,24440.4
93-0546,YORK,93,TIF HENDRS PROVIDENCE SUB PHS1,1/1/15,HENDERSON,HEARTLAND 96,93-0096,,3,"Name of Project: Phase One of Providence Subdivision Project
Lot 3, Providence Subdivision
Description of Project: Phase one of a multi-phase development project to construct public improvements and single-family dwelling units for a subdivision designed to remove blight and substandard conditions and provide additional housing opportunities in Henderson.",2015,3814,85311,0,0,0,0,0,0,,3814,85311,1.724408,1471.14,65.77
93-0544,YORK,93,"TIF MCCL JCT EAST K, 6TH & 8TH",1/1/15,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,3,"Name of Project: East K, 6th & 8th Streets
A tract of land located in the SW1/4 18-9-2 in Blk 43 Orig Town McCool Junction, Farmer's COOP Office/Scale and Liquid Bulk Tank Storage facility
Description of Project: TIF funds for infrastructure improvements, pave/resurface East K St from 1st Ave, east to 8th St, pave/resurface 6th St north from L St to K St, and pave/resurface 8th St north from M St to K St. Paving will include the installation of curb/gutter and storm sewer as needed, installation of missing sidewalks and replacement of sidewalks.",2015,0,0,213194,33731,0,0,0,0,,213194,33731,1.841036,621.08,3924.98
93-0545,YORK,93,TIF MCCL JCT WEISS 3RD&4TH SUB,1/1/15,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,3,"Name of Project: Weiss 3rd and 4th Subdivision Infrastructure
A tract of land in SW1/4 SE1/4 13-9-3, comprising Blk 1 Lot 1 Orvil Weiss 4th Subdivision
Description of Project: Concrete street paving; Water main extension and sewer main extension. Pave N 5th Ave from intersection of K St and 4th Ave. Install water main from intersection of M St and 5th Ave to the water tower at K St and 4th Ave. Install sewer main from intersection of M St and 5th Ave to Lot 5 Blk 1, Orvil Weiss 4th Subdiv.",2015,0,0,30935,119926,0,0,0,0,,30935,119926,1.841036,2207.92,569.52
93-0538,YORK,93,TIF MCCOOL JCT REDEVL KERRY,7/24/04,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,3,"Name of Project: Kerry's Bar & Grill, LLC
Part of Lots 1-6, Block 52, Original Town of Hays
Description: TIF funds used for acquistion and preparation for the developing and construction and remodeling of a commercial bar and grill.",2005,0,0,22500,265010,0,0,0,0,,22500,265010,2.086031,5528.19,469.36
93-0538,YORK,93,TIF MCCOOL JCT REDEVL KERRY,7/24/04,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,3,"Name of Project: Kerry's Bar & Grill, LLC
Part of Lots 1-6, Block 52, Original Town of Hays
Description: TIF funds used for acquistion and preparation for the developing and construction and remodeling of a commercial bar and grill.",2006,0,0,22500,265010,0,0,0,0,,22500,265010,2.120134,5618.56,477.03
93-0538,YORK,93,TIF MCCOOL JCT REDEVL KERRY,7/24/04,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,3,"Name of Project: Kerry's Bar & Grill, LLC
Part of Lots 1-6, Block 52, Original Town of Hays
Description: TIF funds used for acquistion and preparation for the developing and construction and remodeling of a commercial bar and grill.",2007,0,0,22500,265010,0,0,0,0,,22500,265010,2.080738,5514.16,468.17
93-0538,YORK,93,TIF MCCOOL JCT REDEVL KERRY,7/24/04,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,3,"Name of Project: Kerry's Bar & Grill, LLC
Part of Lots 1-6, Block 52, Original Town of Hays
Description: TIF funds used for acquistion and preparation for the developing and construction and remodeling of a commercial bar and grill.",2008,0,0,22500,265010,0,0,0,0,,22500,265010,1.980151,5247.6,445.53
93-0538,YORK,93,TIF MCCOOL JCT REDEVL KERRY,7/24/04,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,3,"Name of Project: Kerry's Bar & Grill, LLC
Part of Lots 1-6, Block 52, Original Town of Hays
Description: TIF funds used for acquistion and preparation for the developing and construction and remodeling of a commercial bar and grill.",2009,0,0,22500,249221,0,0,0,0,,22500,249221,1.927311,4803.26,433.64
93-0538,YORK,93,TIF MCCOOL JCT REDEVL KERRY,7/24/04,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,3,"Name of Project: Kerry's Bar & Grill, LLC
Part of Lots 1-6, Block 52, Original Town of Hays
Description: TIF funds used for acquistion and preparation for the developing and construction and remodeling of a commercial bar and grill.",2010,0,0,22500,249521,0,0,0,0,,22500,249521,1.927626,4809.84,433.72
93-0538,YORK,93,TIF MCCOOL JCT REDEVL KERRY,7/24/04,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,3,"Name of Project: Kerry's Bar & Grill, LLC
Part of Lots 1-6, Block 52, Original Town of Hays
Description: TIF funds used for acquistion and preparation for the developing and construction and remodeling of a commercial bar and grill.",2011,0,0,22500,249521,0,0,0,0,,22500,249521,1.906408,4756.88,428.94
93-0538,YORK,93,TIF MCCOOL JCT REDEVL KERRY,7/24/04,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,3,"Name of Project: Kerry's Bar & Grill, LLC
Part of Lots 1-6, Block 52, Original Town of Hays
Description: TIF funds used for acquistion and preparation for the developing and construction and remodeling of a commercial bar and grill.",2012,0,0,22500,249521,0,0,0,0,,22500,249521,1.938792,4837.7,436.23
93-0538,YORK,93,TIF MCCOOL JCT REDEVL KERRY,7/24/04,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,3,"Name of Project: Kerry's Bar & Grill, LLC
Part of Lots 1-6, Block 52, Original Town of Hays
Description: TIF funds used for acquistion and preparation for the developing and construction and remodeling of a commercial bar and grill.",2013,0,0,22500,243197,0,0,0,0,,22500,243197,1.855428,4512.34,417.47
93-0538,YORK,93,TIF MCCOOL JCT REDEVL KERRY,7/24/04,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,3,"Name of Project: Kerry's Bar & Grill, LLC
Part of Lots 1-6, Block 52, Original Town of Hays
Description: TIF funds used for acquistion and preparation for the developing and construction and remodeling of a commercial bar and grill.",2014,0,0,22500,243197,0,0,0,0,,22500,243197,1.742334,4237.3,392.03
93-0538,YORK,93,TIF MCCOOL JCT REDEVL KERRY,7/24/04,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,3,"Name of Project: Kerry's Bar & Grill, LLC
Part of Lots 1-6, Block 52, Original Town of Hays
Description: TIF funds used for acquistion and preparation for the developing and construction and remodeling of a commercial bar and grill.",2015,0,0,22500,242240,0,0,0,0,,22500,242240,1.841036,4459.74,414.23
93-0536,YORK,93,TIF MCCOOL JCT REDEVL TRACK,7/24/03,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,2,"Name of Project: Junction Motor Speedway, Inc.
S1/2 of SW1/4 of S13 T9
Description: TIF funds used for site improvements including septic system, sanitary sewer elements, including private lift stations, connections to sanitary sewer line of the Village, pipes easements and grading.",2003,0,0,86216,185284,0,0,0,0,,86216,185284,2.016655,3736.54,1738.68
93-0536,YORK,93,TIF MCCOOL JCT REDEVL TRACK,7/24/03,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,2,"Name of Project: Junction Motor Speedway, Inc.
S1/2 of SW1/4 of S13 T9
Description: TIF funds used for site improvements including septic system, sanitary sewer elements, including private lift stations, connections to sanitary sewer line of the Village, pipes easements and grading.",2004,0,0,86216,870878,0,0,0,0,,86216,870878,2.15711,18785.8,1859.77
93-0536,YORK,93,TIF MCCOOL JCT REDEVL TRACK,7/24/03,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,2,"Name of Project: Junction Motor Speedway, Inc.
S1/2 of SW1/4 of S13 T9
Description: TIF funds used for site improvements including septic system, sanitary sewer elements, including private lift stations, connections to sanitary sewer line of the Village, pipes easements and grading.",2005,0,0,86216,870878,0,0,0,0,,86216,870878,2.086031,18166.78,1798.49
93-0536,YORK,93,TIF MCCOOL JCT REDEVL TRACK,7/24/03,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,2,"Name of Project: Junction Motor Speedway, Inc.
S1/2 of SW1/4 of S13 T9
Description: TIF funds used for site improvements including septic system, sanitary sewer elements, including private lift stations, connections to sanitary sewer line of the Village, pipes easements and grading.",2006,0,0,86216,870878,0,0,0,0,,86216,870878,2.120134,18463.78,1827.89
93-0536,YORK,93,TIF MCCOOL JCT REDEVL TRACK,7/24/03,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,2,"Name of Project: Junction Motor Speedway, Inc.
S1/2 of SW1/4 of S13 T9
Description: TIF funds used for site improvements including septic system, sanitary sewer elements, including private lift stations, connections to sanitary sewer line of the Village, pipes easements and grading.",2007,0,0,86216,870878,0,0,0,0,,86216,870878,2.080738,18120.68,1793.93
93-0536,YORK,93,TIF MCCOOL JCT REDEVL TRACK,7/24/03,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,2,"Name of Project: Junction Motor Speedway, Inc.
S1/2 of SW1/4 of S13 T9
Description: TIF funds used for site improvements including septic system, sanitary sewer elements, including private lift stations, connections to sanitary sewer line of the Village, pipes easements and grading.",2008,0,0,86216,870878,0,0,0,0,,86216,870878,1.980151,17244.7,1707.21
93-0536,YORK,93,TIF MCCOOL JCT REDEVL TRACK,7/24/03,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,2,"Name of Project: Junction Motor Speedway, Inc.
S1/2 of SW1/4 of S13 T9
Description: TIF funds used for site improvements including septic system, sanitary sewer elements, including private lift stations, connections to sanitary sewer line of the Village, pipes easements and grading.",2009,0,0,86216,863278,0,0,0,0,,86216,863278,1.927311,16638.06,1661.65
93-0536,YORK,93,TIF MCCOOL JCT REDEVL TRACK,7/24/03,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,2,"Name of Project: Junction Motor Speedway, Inc.
S1/2 of SW1/4 of S13 T9
Description: TIF funds used for site improvements including septic system, sanitary sewer elements, including private lift stations, connections to sanitary sewer line of the Village, pipes easements and grading.",2010,0,0,86216,887078,0,0,0,0,,86216,887078,1.927626,17099.54,1661.92
93-0536,YORK,93,TIF MCCOOL JCT REDEVL TRACK,7/24/03,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,2,"Name of Project: Junction Motor Speedway, Inc.
S1/2 of SW1/4 of S13 T9
Description: TIF funds used for site improvements including septic system, sanitary sewer elements, including private lift stations, connections to sanitary sewer line of the Village, pipes easements and grading.",2011,0,0,86216,887078,0,0,0,0,,86216,887078,1.906408,16911.32,1643.63
93-0536,YORK,93,TIF MCCOOL JCT REDEVL TRACK,7/24/03,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,2,"Name of Project: Junction Motor Speedway, Inc.
S1/2 of SW1/4 of S13 T9
Description: TIF funds used for site improvements including septic system, sanitary sewer elements, including private lift stations, connections to sanitary sewer line of the Village, pipes easements and grading.",2012,0,0,86216,887078,0,0,0,0,,86216,887078,1.938792,17198.6,1671.55
93-0536,YORK,93,TIF MCCOOL JCT REDEVL TRACK,7/24/03,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,2,"Name of Project: Junction Motor Speedway, Inc.
S1/2 of SW1/4 of S13 T9
Description: TIF funds used for site improvements including septic system, sanitary sewer elements, including private lift stations, connections to sanitary sewer line of the Village, pipes easements and grading.",2013,0,0,86216,872386,0,0,0,0,,86216,872386,1.855428,16186.5,1599.68
93-0536,YORK,93,TIF MCCOOL JCT REDEVL TRACK,7/24/03,MCCOOL JUNCTION,MCCOOL JUNCTION 83,93-0083,,2,"Name of Project: Junction Motor Speedway, Inc.
S1/2 of SW1/4 of S13 T9
Description: TIF funds used for site improvements including septic system, sanitary sewer elements, including private lift stations, connections to sanitary sewer line of the Village, pipes easements and grading.",2014,0,0,86216,872386,0,0,0,0,,86216,872386,1.742334,15199.88,1502.17
